Nome da Embarca__o;N_mero de Inscri__o no RGP (PPP ou RAEP);N_mero de Inscri__o na Marinha do Brasil;AB;Comprimento;Propuls_o;HP;Capacidade do Por_o;Volume do Tanque;Tripula__o;N_mero de Covos;Status;UF;N_mero da Frota;C_digo IN;Petrecho;Ano de Constru__o
GAROUPA VI;SC00055959;4430088314;3,9;9,04;Motor;12;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1987
GAROUPA VI;PA00047868;210286202;13,9;10,6;Motor;69;26,5;5800;4;;Deferida;PA;1.09.002;1.9;1. Linha;1999
GAROUPETA;SC00240708;4418909591;1;6,18;Motor;16,5;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
GARRIDO II;SP00078537;4010786949;3;9;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1997
GARRINCHA;SC00251001;4418910476;0,7;5,88;Motor;10;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2003
GARUVA II;SC00066858;4430090718;2,65;8,35;Motor;18;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1988
GASPAR;SC00237315;445M2014000571;;5,03;Motor;3,5;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2014
GASPODINI;SC00183427;4451113067;1;6,55;Motor;60;;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2012
GAST_O I;RJ00134478;3410232281;22,1;13,95;Motor;120;;;;;Deferida;RJ;1.02.002;1.7;1. Linha;2001
GATANHADO;PA00114358;210266279;2;7,9;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;1997
GATANH_O;SC00199338;4418900926;8;10;Motor;60;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2012
GAT_O;RJ00180819;387M2011002553;;5,16;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2010
GATINHA;SC00297597;441M2011004156;1,5;7,3;Remo;;;;5;;Deferida;SC;6.08.001;6.8;6. Diversificada;1976
GATINHO KEKER;RN00029736;181M2007000679;0,5;4,9;Vela;;;;3;30;Deferida;RN;5.01.005;5.4;5. Armadilha;2000
GATO MESTRE;RJ00137916;3877041183;7;14;Motor;180;;3500;3;;Deferida;RJ;1.02.001;1.3;1. Linha;2002
GATO MILLE;RJ00125099;3877045987;16,8;12,2;Motor;150;;;3;;Deferida;RJ;1.02.001;1.3;1. Linha;2005
GATUMINHO;SC00270297;4418893512;1;6,33;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
GAUCHO;SC00319606;4410146301;1;7;Motor;11;1,2;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1987
GAUCHO;SC00339394;442M2022003366;1,99;5,9;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2022
GAULES;SC00167257;4430083886;17;13,5;Motor;115;;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;1985
G A V;PA00133130;210995921;5;8;Motor;49;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;2010
GAVI_O;SC00183197;443M2010003581;;4,9;Motor;18;;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2008
GAVI_O;RJ00192820;387M2010001794;;4,1;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2006
GAVI_O BELO;PR00297767;421M2008001950;;5,9;Vela;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
GAVI_O CARCAR_;SC00340095;4430502196;2;7,7;Motor;18;;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2022
GAVI_O DE SALVATERRA;PA00106291;210239859;9,6;12;Motor;36;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;1991
GAVI_O DO MAR;SC00180571;4410457519;2;7,3;Motor;11;;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2006
GAVI_O DOS MARES;RN00303059;1810045011;5,9;9,38;Motor;96;;;3;;Deferida;RN;5.01.006;5.9;5. Armadilha;1990
GAVI_O DOURADO;RJ00206714;387M2011003916;;4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2009
GAVIAO I;SC00282980;4418915877;1;5,68;Motor;5;;;2;;Deferida;SC;6.03.004;6.7;6. Diversificada;2016
GAVIAO II;SC00282360;4418915133;1;6,57;Motor;18;;;2;;Deferida;SC;6.03.004;6.7;6. Diversificada;2015
GAVIAO II;CE00033167;161M2007002412;;4,73;Vela;;;;4;30;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
GAVI_O IV;SC00194580;4450085191;0,8;5,85;Motor;8;1;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2001
GAVIAO JP;CE00028888;161M2007005713;;4,15;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
GAVIAO K;CE00028874;163M2007002291;;6,7;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;1982
GAVIAO PESCADOR I;SC00008924;4410460986;256;35;Motor;600;;66000;27;;Deferida;SC;1.05.001;1.13;1. Linha;2006
GAVI_O PESCADOR III;SC00013217;4430474303;194;31;Motor;600;;40000;;;Deferida;SC;4.01.005;4.2;4. Rede de Cerco;2008
GAVIAO RAPINA;SP00078541;4030238378;1,6;7,4;Motor;11;;;2;;Deferida;SP;3.02.004;3.8;3. Rede de Arrasto;2004
GAVIAO REAL III;SC00215135;4451114349;2;7,4;Motor;18;3,2;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2013
GAVI_ES;SC00154398;441M2008000622;;5,9;Remo;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
GAVI_ES DA FIEL;MA00236139;1210133679;6;8,45;Motor;10;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2008
GAVIOTA;RJ00132396;403M2005005001;0,45;3,6;Motor;3,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1990
GAYA;ES00098507;3410234209;11,1;10,42;Motor;;;;6;;Deferida;ES;1.02.001;1.3;1. Linha;2001
GEANE;CE00017895;1620013657;5;8,37;Motor;60;;2800;4;200;Deferida;CE;5.01.001;5.1;5. Armadilha;1983
GEANE I;CE00037707;1610061551;2;5,5;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;2000
GEANE II;CE00272677;1610068131;13;11,38;Motor;102;;;5;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2011
GEDEAO;PA00138398;210997753;7;9,7;Motor;49;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;2005
GEDE_O FILHO;MA00269444;1210119269;;8,1;Motor;;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2000
GEDIAN;PR00145081;421M2008001143;;5,5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
GEGE;PR00078555;421M2001016167;;5;Motor;4;;;4;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1997
GEILTON;PB00017901;2010079311;1,3;6;Motor;45;1;60;6;120;Deferida;PB;5.01.001;5.1;5. Armadilha;2000
GEIMISON;CE00099451;1620012081;6;9,25;Motor;51;;2400;4;220;Deferida;CE;5.01.003;5.2;5. Armadilha;1980
GEIMISON;RN00260588;1810056705;6,9;8;Motor;75;;;5;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;2007
GEISAMARES;ES00041768;3410237747;10;10,5;Motor;90;;;5;;Deferida;ES;1.02.002;1.7;1. Linha;2004
GEISA SANTOS;CE00117678;1630035840;1,9;8,25;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1997
GEISIVANDO;CE00040590;1610060997;20;12,74;Motor;96;;7030;7;400;Deferida;CE;5.01.001;5.1;5. Armadilha;2002
GELAZIO;RJ00137860;387M2010001018;;5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2007
GEL DO MAR;AL00222518;2412228001;9;11;Motor;45;;;6;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;2012
GELEIA III;RJ00117958;381M2010004791;;5,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2007
GELEIRA AJURUTEUA;PA00006320;210284048;24;13,86;Motor;220;;16000;4;;Deferida;PA;1.09.002;1.9;1. Linha;1997
GELEIRA AJURUTEUA II;PA00006468;210302135;35;14,5;Motor;200;107,13;5000;4;;Deferida;PA;1.09.002;1.9;1. Linha;2004
GELEIRA AJURUTEUA III;PA00047348;210306335;8,3;12;Motor;114;;3000;4;;Deferida;PA;1.09.002;1.9;1. Linha;2004
GELEIRA AJURUTEUA IX;PA00006318;210282053;17,6;13;Motor;114;;6000;4;;Deferida;PA;1.09.002;1.9;1. Linha;1999
GELEIRA AJURUTEUA V;PA00093557;210301333;7,7;13;Motor;200;;11000;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2004
GELEIRA AJURUTEUA VI;PA00011677;210293110;17,8;14,3;Motor;220;;4000;;;Deferida;PA;1.09.002;1.9;1. Linha;2003
Geleira Ajuruteua VII;PA00104527;1610055560;17;12,2;Motor;108;;5000;4;;Deferida;PA;1.09.002;1.9;1. Linha;1989
GELEIRA AJURUTEUA VIII;PA00006508;210305924;42,1;14,8;Motor;220;;16000;3;;Deferida;PA;1.09.002;1.9;1. Linha;2004
GELIPS;PR00078567;4211502981;0,7;8,2;Motor;9;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;2005
GELMAR I;SC00055967;4450084055;1,2;8,79;Remo;;1,1;;6;;Deferida;SC;6.08.001;6.8;6. Diversificada;1994
GELOPESCA III;PB00210931;2210060028;4,8;8,3;Motor;22;;;5;;Deferida;PB;6.03.003;6.5;6. Diversificada;1975
GEMEAS II;PR00091421;4430071110;9,5;10,18;Motor;90;;;4;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1962
G_MEOS;PR00287268;421M2008005149;;5,5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
GEMEOS C;SP00077127;4010509384;14;12,09;Motor;115;;;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1983
GEMEOS II;SP00090771;4040070429;11,6;10,3;Motor;155;;;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1975
GEMEOS III;RJ00237327;3810467952;6,8;9,5;Motor;86;;;;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;1990
GEMEOS IV;SC00343867;4430504521;4,4;8,77;Motor;60;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2020
GEMEOS S;SP00004266;4010274051;14,6;12;Motor;115;;5000;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1977
GEMINI;ES00104911;3410230106;21;13,92;Motor;180;;6005;7;;Deferida;ES;1.01.001;1.2;1. Linha;2000
GEN_IA;SC00047666;4420003243;4,3;8,36;Motor;22;;300;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
GENESARE;SC00272577;442M2014004265;;5,5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
GENESIS;BA00186709;3870058293;8,4;10,5;Motor;60;;400;;;Deferida;BA;3.00.000;null;3. Rede de Arrasto;2004
GENESIS;SC00344287;4430503958;2,85;9,3;Motor;11;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2020
GENESIS I;CE00017915;161M2005001190;;8;Vela;;;;8;110;Deferida;CE;5.01.003;5.2;5. Armadilha;2005
GENESIS II;SP00099021;3420040989;3,3;8;Motor;45;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1985
G_NESIS XIII;ES00147671;3420017367;1,1;5,5;Motor;18;;;3;;Deferida;ES;6.03.001;6.6;6. Diversificada;1971
GENESYS;SE00245624;2610109067;12;11,5;Motor;90;;;3;;Deferida;SE;1.06.003;1.12;1. Linha;1987
GENETEIO II;SC00196288;4420198231;0,6;6;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2002
GENICE I;CE00017927;1630034916;2,7;8,2;Vela;;;;4;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1995
GENIMAR I;SP00078591;4030134726;5;8;Motor;22;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1984
GENINHO I;SC00276749;4418911537;1;5;Motor;7;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;
GENIO;PA00102087;210302470;16,3;14;Motor;69;;;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2004
GENISMAR;CE00267698;1630033570;1,5;7,6;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;1992
GENIVALDO FILHO;PE00017939;2210135559;5,3;9,1;Motor;50;;;5;220;Deferida;PE;5.01.001;5.1;5. Armadilha;1980
GENO;BA00182219;2820081819;2,9;7,95;Motor;33;;;;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2006
GENTE FINA;SC00203220;4420184337;0,4;5;Motor;8;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1998
GEOCONDA;SC00248520;4450100298;1,1;6,84;Motor;5;1,4;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2008
GEORGE I;MA00215969;1210104245;11;11,25;Motor;45;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;1992
GEORGE-I;PI00278055;1410106233;6,19;9;Motor;45;;;3;;Deferida;PI;2.02.002;2.5;2. Rede de Emalhe;1992
GEORGE-III;PI00278067;1410108228;7,6;9,6;Motor;45;;;3;;Deferida;PI;2.02.002;2.5;2. Rede de Emalhe;2000
GEORGIA;SP00055997;4430091480;5,1;10;Motor;18;;;4;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;1988
GEORGIA DO SUL;SC00057751;4410170139;13;10,6;Motor;45;;;7;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;1998
GEOVACIO;SC00306431;441M2017004156;1;5,88;Motor;7,5;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2017
GEOVA DIREI;RN00017947;1810043328;5;8,14;Motor;40;;;3;200;Deferida;RN;5.01.001;5.1;5. Armadilha;1987
GEOV_ GERE;RJ00190160;387M2003001077;;4,8;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2003
GEOVANA;SC00272519;441M2015003583;;5,6;Motor;15;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
GEOVANA;PR00077027;4211462385;6,3;8,6;Motor;18;;;5;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;2000
GEOVANA;SP00078607;4030220126;0,5;9;Motor;11;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1998
GEOVANA;SP00089638;4010804211;3,1;8,5;Motor;60;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1998
GEOVANA;RJ00045420;3870058277;7,2;10,5;Motor;70;;;3;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;1997
GEOVANA AL;CE00271535;1610064127;2,2;6,4;Motor;24;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2003
GEOVANA II;SC00301697;441M2012004644;1;5,9;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
GEOVANA MAR;CE00265334;1630045675;9;10,24;Motor;84;;;5;;Deferida;CE;1.03.005;1.6;1. Linha;2011
GEOVANE;SC00078611;4430119554;3,4;6,42;Motor;11;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;2004
GEOVANE HENRIQUE - I;PI00017951;1410110087;18,4;12,44;Motor;90;;5500;5;400;Deferida;PI;5.01.004;5.3;5. Armadilha;2001
GEOVANI DANIEL;SC00257455;4451115906;1;6,94;Motor;13;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
GEOVANNA NETA;RJ00078625;3860012509;2,4;8,28;Motor;22;;;1;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1995
GEOVANY;CE00256185;161M2011000975;;4,15;Motor, Remo;8;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2005
GERALDO;RJ00157948;383M2012001382;0,4;2010;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2010
GERALDO;SC00078637;4420175931;1,5;6,5;Motor;11;;;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1995
GERALDO I;CE00307397;1810043913;5;8,5;Motor;;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;1988
GERA SAMBA;RJ00078649;3850011551;7,9;10;Motor;;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1997
GERCIANE;CE00034317;1630036617;2,2;8,68;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1998
GEREMIAS;SC00264500;4430487391;2;7,1;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
GEREMIAS;SP00151248;403M2009002893;;5;Remo;;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;1990
GERIC_;ES00017977;3410230599;7;9,2;Motor;18;1,2;100;4;200;Deferida;ES;5.01.001;5.1;5. Armadilha;2000
GERIZIM;SC00312748;442M2017002882;2;5;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2017
GERLAN;PI00043796;1410108252;8;10,45;Motor;120;;5600;4;;Deferida;PI;2.00.000;null;2. Rede de Emalhe;2000
GERLAN;CE00028908;161M2007003648;;4,15;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
GERLANDELON;CE00102859;1630038075;12,1;10,94;Motor;;;;6;250;Deferida;CE;5.01.001;5.1;5. Armadilha;2000
GERLANE II;CE00017989;1630037281;3,1;8,58;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
GERMANA I;CE00028916;161M2007003729;;6,14;Vela;;;;5;60;Deferida;CE;5.01.004;5.3;5. Armadilha;2000
GERMANO;SP00124849;401M2007002004;;5,9;Motor;40;;;3;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;2007
GERMANO;SC00244818;442M2006003811;;6;Motor;90;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2006
GERMANO;PI00017997;1610050088;5,2;9,65;Motor;46;;6000;4;220;Deferida;PI;5.01.004;5.3;5. Armadilha;1985
GERMANO;SC00340627;443M2021004382;1;5,24;Motor;10;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2017
GERMANO ROSA;CE00018007;1810039924;4,3;8,6;Motor;;;;5;200;Deferida;CE;5.01.004;5.3;5. Armadilha;1987
GERMINIO;CE00250365;1610065727;3,1;8,1;Vela;;;;5;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2004
GERUSA;SC00163031;4410447998;2;7,2;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2004
GERUSALEM;MA00198238;1210110334;6,1;9,2;Motor;45;;;3;;Deferida;MA;2.00.000;null;2. Rede de Emalhe;1990
GERUSIMAR;CE00033589;1630036528;1,1;6,65;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;1998
GERUZAL_M I;RJ00134788;3810484733;4,2;9;Motor;45;;;2;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;1994
GERVASIO;PB00018019;2010073908;2,9;8;Motor;45;2;150;6;160;Deferida;PB;5.01.001;5.1;5. Armadilha;1997
GERVASIO CORDEIRO;RJ00078657;3850000800;5;9;Motor;18;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1986
GESSE FILHO II;PA00011557;210288159;41,3;19;Motor;290;;18000;;;Deferida;PA;1.04.001;1.8;1. Linha;2002
GESSE FILHO V;PA00011645;210295481;7,2;11,1;Motor;69;;5000;;;Deferida;PA;1.04.001;1.8;1. Linha;2002
GESSE FILHO XIX;AP00224404;220093326;43;14,3;Motor;180;;10000;3;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;2013
GESSE FILHO XVIII;AP00224384;220093318;51;18;Motor;290;;15000;3;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;2013
GESSICA;CE00258465;161M2007000657;;4,9;Vela;;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2004
GESSICA;SC00235997;4450088425;0,8;6,4;Motor;7,5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2004
G_SSICA;RJ00121009;387M2007000798;;7;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2005
G_SSICA;RN00103207;1810045720;9;8,9;Motor;54;;;6;160;Deferida;RN;5.01.001;5.1;5. Armadilha;1991
GESSICA I;SC00164269;442M2005002335;;6;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1998
GESSIVA I;PA00011631;210297476;36,6;14,3;Motor;3,6;;8000;;;Deferida;PA;1.04.001;1.8;1. Linha;2003
GETSEMANI;ES00105397;3410231161;7,5;8,98;Motor;120;;;4;;Deferida;ES;1.06.001;1.14;1. Linha;2000
GETULIO;RN00018027;1820024482;6,3;8,5;Motor;20;;100;5;200;Deferida;RN;5.01.003;5.2;5. Armadilha;1997
G. G de Jesus;MA00128661;1210108674;2;8,1;Motor;18;;20;3;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;1998
G & G MAR;SE00049304;2610077564;9,9;11,4;Motor;90;;2500;4;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;1999
GIAN;SC00162447;4610093227;3,3;7,88;Motor;24;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
GIANNA I;SC00119874;4430028583;1,3;8,62;Motor;10;;15;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1960
GIBA COM;SC00311746;4450065883;1,9;6,92;Motor;18;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;1986
GIBRALTAR;CE00018031;1810040680;5,5;9;Motor;50;;2500;3;200;Deferida;CE;5.01.003;5.2;5. Armadilha;1986
GI COM;RJ00158648;387M2010002855;;6,2;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2010
GIDEAO;PI00018045;1610031211;8,6;10,69;Motor;48;;3000;5;250;Deferida;PI;5.01.004;5.3;5. Armadilha;1972
GIDE_O;BA00240850;2810277079;6,5;9,9;Motor;;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2006
GIDE_O;SP00092237;4210230324;5,1;10;Motor;36;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1986
GIDEAO I;SC00078707;4420188057;4,5;9;Motor;18;;;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1999
GIDE_O I;BA00043548;2820082815;18;14,29;Motor;310;;6591;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1984
GIDEAO II;SP00078719;4420000503;3,2;8;Motor;45;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;2000
GIDEAO III;MA00001008;1410106578;19;14,7;Motor;280;15,38;;4;;Deferida;MA;3.02.005;3.5;3. Rede de Arrasto;1989
GIDEAO SILVESTRE;CE00028928;1620021293;2;7,77;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1996
GIDE_ES;ES00111478;3410238212;33;14;Motor;170;;;8;;Deferida;ES;1.01.001;1.2;1. Linha;2004
GIDE_ES;RJ00279577;3826683706;1,35;7,35;Motor;9;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2015
GIGAL II;CE00026388;1620019086;2,3;7,7;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1994
GIGANTE;SP00078745;4030212689;2,2;6,7;Motor;13;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1985
GIGANTE;BA00187997;2820083072;1,6;6,8;Motor;18;;;;;Deferida;BA;6.03.001;6.6;6. Diversificada;2009
GIGANTE;CE00259771;161M2014002064;;2,62;Vela;;;;2;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2003
GIGANTE;SC00313418;441M2014007660;1;4,6;Motor;5;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2014
GIGANTE;SP00078731;4010200847;2;7;Motor;18;;500;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1974
GIGANTE;ES00123555;3410231196;0,8;5,2;Motor;;;;2;120;Deferida;ES;5.01.005;5.4;5. Armadilha;2000
GIGANTE;SP00078727;4030212816;3,4;7;Motor;45;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1999
GIGANTE DO MAR;SC00158408;4451111579;0,7;5,17;Remo;9;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
GIGANTEE;SE00002506;2610078994;18;12,7;Motor;180;;4000;6;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;2004
GIGANTE GUERREIRO;SC00054735;4410451880;10;12,3;Motor;115;;;5;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2005
GIGANTE III;SP00042616;4420002417;9,7;11,55;Motor;130;;;3;;Deferida;SP;2.02.001;2.2;2. Rede de Emalhe;2000
GIGAS I;SC00119824;4430105570;8;9,5;Motor;90;1;20;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1997
GIGI;RJ00199798;386M2011001090;;4,2;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2003
GIGI I;SC00304817;441M2011002421;1;4,6;Motor;8;;;1;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2010
G II;PA00122721;210305576;10,47;10;Motor;220;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2005
G III;PA00129291;210305509;7,29;10;Motor;220;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2005
GILBER I;RJ00135946;387M2007000763;;6;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2005
GILBERTO;CE00040658;1630016471;19,8;12,74;Motor;78;;5712;7;400;Deferida;CE;5.01.001;5.1;5. Armadilha;1967
GILDEMBERG;CE00040610;1610036981;20;13,3;Motor;78;;5712;6;430;Deferida;CE;5.01.003;5.2;5. Armadilha;1974
GILEAD;PR00072689;4211465040;3;8,9;Motor;18;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;2001
GILIANE;CE00018069;1620017865;3,4;11,3;Motor;72;;;5;300;Deferida;CE;5.01.001;5.1;5. Armadilha;1992
GILMAIKON;CE00036615;161M2009000380;;4,63;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;1999
GILMARA;SC00235427;442M2008002661;;5,6;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2008
GILMARA;RN00018077;1810050022;4;8;Motor;23;;;6;160;Deferida;RN;5.01.001;5.1;5. Armadilha;1995
GILMARA MAR;CE00018081;1630036129;1,9;8,2;Vela;;;;4;110;Deferida;CE;5.01.004;5.3;5. Armadilha;1997
GILMAR I;ES00028930;3850010953;12;9,81;Motor;15;3;200;3;200;Deferida;ES;5.01.001;5.1;5. Armadilha;1997
GILMAR III;RJ00078757;3877041396;;11,7;Motor;90;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;2002
GILMARLON;CE00028944;1610062299;1;6,55;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
GILMAR V;RJ00114396;3877049362;9;12,5;Motor;90;;;4;;Deferida;RJ;1.06.001;1.14;1. Linha;2011
